Age groups
10-18d
19-27d
1-9d
10-18d
10-18d
1-9d
28-33d
28-33d
10-18d
28-33d
28-33d
28-33d
1-9d
10-18d
1-9d
10-18d
10-18d
19-27d
19-27d
19-27d
1-9d
19-27d
10-18d
1-9d
1-9d
1-9d
1-9d
19-27d
19-27d
1-9d
28-33d
19-27d
10-18d
19-27d
19-27d
19-27d
10-18d
28-33d
19-27d
19-27d
28-33d
10-18d
28-33d
10-18d
1-9d
1-9d
10-18d
19-27d
1-9d
1-9d
1-9d
28-33d
19-27d
1-9d
19-27d
28-33d
10-18d
1-9d
1-9d
10-18d
19-27d
1-9d
10-18d
19-27d
19-27d
1-9d
10-18d
1-9d
1-9d
10-18d
28-33d
19-27d
28-33d
28-33d
28-33d
1-9d
28-33d
10-18d
28-33d
10-18d
1-9d
1-9d
19-27d
1-9d
28-33d
10-18d
28-33d
10-18d
19-27d
1-9d
1-9d
10-18d
19-27d
19-27d
19-27d
1-9d
1-9d
1-9d
1-9d
10-18d
10-18d
10-18d
1-9d
28-33d
28-33d
19-27d
10-18d
19-27d
28-33d
10-18d
10-18d
28-33d
19-27d
1-9d
19-27d
10-18d
10-18d
1-9d
10-18d
10-18d
10-18d
1-9d
28-33d
1-9d
28-33d
1-9d
10-18d
28-33d
19-27d
28-33d
19-27d
28-33d
19-27d
19-27d
28-33d
28-33d
1-9d
10-18d
19-27d
10-18d
19-27d
1-9d
10-18d
28-33d
28-33d
1-9d
10-18d
10-18d
1-9d
10-18d
19-27d
1-9d
1-9d
1-9d
28-33d
19-27d
10-18d
1-9d
28-33d
10-18d
28-33d
10-18d
10-18d
19-27d
10-18d
19-27d
28-33d
1-9d
1-9d
10-18d
1-9d
19-27d
28-33d
28-33d
10-18d
1-9d
19-27d
1-9d
10-18d
19-27d
10-18d
19-27d
28-33d
1-9d
1-9d
28-33d
19-27d
1-9d
10-18d
28-33d
10-18d
28-33d
1-9d
10-18d
10-18d
1-9d
19-27d
19-27d
1-9d
1-9d
1-9d
10-18d
10-18d
10-18d
19-27d
19-27d
19-27d
19-27d
10-18d
28-33d
1-9d
10-18d
19-27d
1-9d
19-27d
19-27d
10-18d
10-18d
10-18d
28-33d
10-18d
19-27d
10-18d
10-18d
10-18d
19-27d
10-18d
10-18d
19-27d
1-9d
10-18d
1-9d
10-18d
19-27d
19-27d
10-18d
1-9d
19-27d
10-18d
28-33d
19-27d
10-18d
1-9d
1-9d
28-33d
19-27d
19-27d
1-9d
10-18d
10-18d
10-18d
1-9d
19-27d
19-27d
1-9d
10-18d
19-27d
10-18d
1-9d
28-33d
19-27d
10-18d
19-27d
1-9d
28-33d
19-27d
1-9d
10-18d
19-27d
28-33d
1-9d
19-27d
19-27d
19-27d
19-27d
28-33d
10-18d
28-33d
19-27d
1-9d
19-27d
19-27d
1-9d
1-9d
19-27d
19-27d
1-9d
1-9d
19-27d
10-18d
10-18d
28-33d
1-9d
10-18d
19-27d
10-18d
19-27d
28-33d
19-27d
10-18d
1-9d
10-18d
1-9d
10-18d
19-27d
28-33d
1-9d
28-33d
19-27d
10-18d
1-9d
1-9d
10-18d
1-9d
10-18d
1-9d
1-9d
1-9d
1-9d
10-18d
28-33d
1-9d
19-27d
10-18d
28-33d
1-9d
10-18d
10-18d
19-27d
28-33d
10-18d
1-9d
10-18d
19-27d
19-27d
19-27d
19-27d
1-9d
1-9d
1-9d
19-27d
1-9d
1-9d
19-27d
10-18d
1-9d
19-27d
10-18d
10-18d
10-18d
10-18d
19-27d
1-9d
19-27d
19-27d
1-9d
19-27d
10-18d
1-9d
19-27d
10-18d
1-9d
1-9d
28-33d
19-27d
19-27d
28-33d
10-18d
19-27d
1-9d
19-27d
28-33d
19-27d
28-33d
10-18d
1-9d
10-18d
1-9d
10-18d
10-18d
19-27d
1-9d
19-27d
10-18d
1-9d
28-33d
1-9d
28-33d
28-33d
10-18d
10-18d
28-33d
1-9d
1-9d
28-33d
28-33d
10-18d
28-33d
10-18d
28-33d
19-27d
19-27d
10-18d
19-27d
1-9d
19-27d
28-33d
19-27d
10-18d
10-18d
19-27d
1-9d
1-9d
1-9d
19-27d
19-27d
1-9d
19-27d
10-18d
10-18d
19-27d
19-27d
10-18d
19-27d
19-27d
10-18d
10-18d
10-18d
28-33d
28-33d
28-33d
19-27d
10-18d
1-9d
28-33d
10-18d
28-33d
28-33d
1-9d
1-9d
19-27d
1-9d
19-27d
28-33d
19-27d
19-27d
19-27d
10-18d
19-27d
1-9d
28-33d
1-9d
1-9d
1-9d
19-27d
1-9d
1-9d
19-27d
19-27d
10-18d
19-27d
1-9d
10-18d
19-27d
10-18d
1-9d
19-27d
1-9d
10-18d
10-18d
1-9d
28-33d
1-9d
28-33d
28-33d
19-27d
28-33d
19-27d
1-9d
19-27d
19-27d
1-9d
10-18d
10-18d
19-27d
10-18d
1-9d
1-9d
10-18d
19-27d
10-18d
19-27d
1-9d
10-18d
1-9d
1-9d
1-9d
28-33d
19-27d
19-27d
10-18d
1-9d
19-27d
19-27d
19-27d
10-18d
19-27d
28-33d
19-27d
19-27d
10-18d
19-27d
1-9d
19-27d
1-9d
28-33d
28-33d
28-33d
10-18d
10-18d
19-27d
10-18d
19-27d
19-27d
10-18d
1-9d
1-9d
19-27d
28-33d
28-33d
28-33d
19-27d
19-27d
10-18d
1-9d
19-27d
1-9d
10-18d
1-9d
1-9d
19-27d
1-9d
1-9d
28-33d
28-33d
19-27d
10-18d
19-27d
28-33d
28-33d
19-27d
10-18d
10-18d
1-9d
1-9d
10-18d
28-33d
10-18d
1-9d
10-18d
1-9d
19-27d
1-9d
1-9d
10-18d
10-18d
19-27d
1-9d
28-33d
1-9d
1-9d
28-33d
1-9d
1-9d
1-9d
1-9d
28-33d
10-18d
10-18d
10-18d
1-9d
10-18d
10-18d
1-9d
28-33d
19-27d
10-18d
10-18d
10-18d
1-9d
1-9d
19-27d
1-9d
19-27d
19-27d
10-18d
28-33d
10-18d
19-27d
19-27d
19-27d
1-9d
10-18d
19-27d
28-33d
10-18d
10-18d
10-18d
28-33d
28-33d
1-9d
1-9d
10-18d
19-27d
1-9d
1-9d
10-18d
1-9d
19-27d
10-18d
19-27d
19-27d
19-27d
10-18d
1-9d
19-27d
10-18d
1-9d
19-27d
28-33d
28-33d
10-18d
1-9d
19-27d
19-27d
1-9d
10-18d
10-18d
1-9d
10-18d
10-18d
28-33d
19-27d
1-9d
10-18d
10-18d
19-27d
10-18d
1-9d
28-33d
28-33d
10-18d
28-33d
19-27d
1-9d
1-9d
10-18d
10-18d
10-18d
28-33d
1-9d
19-27d
10-18d
19-27d
28-33d
28-33d
19-27d
10-18d
28-33d
1-9d
1-9d
10-18d
1-9d
19-27d
28-33d
28-33d
1-9d
1-9d
19-27d
10-18d
10-18d
1-9d
10-18d
10-18d
10-18d
28-33d
19-27d
28-33d
1-9d
1-9d
19-27d
10-18d
19-27d
10-18d
1-9d
1-9d
1-9d
1-9d
1-9d
10-18d
1-9d
28-33d
10-18d
1-9d
1-9d
19-27d
1-9d
1-9d
19-27d
10-18d
10-18d
1-9d
28-33d
1-9d
1-9d
28-33d
1-9d
10-18d
19-27d
1-9d
28-33d
19-27d
1-9d
10-18d
1-9d
28-33d
28-33d
19-27d
19-27d
10-18d
19-27d
28-33d
28-33d
28-33d
19-27d
19-27d
19-27d
28-33d
19-27d
10-18d
10-18d
1-9d
1-9d
19-27d
28-33d
1-9d
28-33d
10-18d
10-18d
10-18d
28-33d
19-27d
19-27d
10-18d
19-27d
28-33d
10-18d
1-9d
1-9d
10-18d
1-9d
1-9d
19-27d
19-27d
1-9d
1-9d
10-18d
28-33d
10-18d
10-18d
1-9d
19-27d
1-9d
1-9d
1-9d
19-27d
10-18d
1-9d
1-9d
1-9d
19-27d
10-18d
28-33d
28-33d
19-27d
19-27d
19-27d
1-9d
10-18d
1-9d
10-18d
10-18d
10-18d
1-9d
1-9d
10-18d
19-27d
1-9d
1-9d
19-27d
1-9d
28-33d
10-18d
28-33d
1-9d
1-9d
10-18d
28-33d
10-18d
1-9d
19-27d
10-18d
19-27d
10-18d
1-9d
28-33d
1-9d
28-33d
1-9d
1-9d
10-18d
1-9d
10-18d
1-9d
10-18d
10-18d
19-27d
28-33d
10-18d
10-18d
10-18d
28-33d
1-9d
1-9d
19-27d
28-33d
1-9d
19-27d
10-18d
19-27d
10-18d
19-27d
19-27d
1-9d
1-9d
10-18d
19-27d
1-9d
1-9d
1-9d
19-27d
19-27d
19-27d
28-33d
19-27d
10-18d
19-27d
10-18d
28-33d
1-9d
28-33d
10-18d
19-27d
1-9d
28-33d
10-18d
28-33d
19-27d
10-18d
10-18d
19-27d
28-33d
19-27d
1-9d
19-27d
19-27d
1-9d
19-27d
1-9d
19-27d
19-27d
10-18d
10-18d
19-27d
1-9d
19-27d
10-18d
10-18d
10-18d
1-9d
28-33d
19-27d
10-18d
28-33d
1-9d
1-9d
19-27d
10-18d
19-27d
28-33d
1-9d
19-27d
19-27d
1-9d
19-27d
1-9d
28-33d
1-9d
